correct@1, correct@3, correct@5, correct@10, rr        , f1               , total   , acc@1            , acc@5            , acc@10           , mrr              , type
115483.0 , 120580.0 , 121594.0 , 123102.0  , 118742.555, 59.07860932118716, 166005.0, 69.56597566604614, 73.24719429016113, 74.15559887886047, 71.52950763702393, vali
122420.0 , 127565.0 , 128525.0 , 129900.0  , 125632.945, 60.3006541242945 , 173439.0, 70.58389186859131, 74.10386204719543, 74.89665150642395, 72.43638634681702, test
